name,streetaddress,city,zipcode,county
"University of Missouri - School of Journalism","130 Neff Annex Health Communication Research Center",Columbia,65211,"Boone "
"University of Missouri - School of Social Work","729 Clark Hall",Columbia,65211,"Boone "
"University of Missouri - School Psychiatry Program","16 Hill Hall",Columbia,65211,"Boone "
"University of Missouri - Sinclair School of Nursing","S235 School of Nursing",Columbia,65211,"Boone "
"University of Missouri - St. Louis","1 University Boulevard","St. Louis",63121,"St. Louis "
"University of Missouri - St. Louis - College of Nursing","One University Boulevard","St. Louis",63121,"St. Louis "
"University of Missouri - St. Louis - Department of Military & Veteran Studies","110 Clark Hall","St. Louis",63121,"St. Louis "
"University of Missouri - St. Louis Charter School Partnership","3651 Olive Street Suite 203D","St. Louis",63108,"St. Louis city "
"University of Missouri - St. Louis Children's Advocacy Center ","121 West Monroe Avenue",Kirkwood,63122,"St. Louis "
"University of Missouri - Student Health Center","1020 Hitt Street (4th floor UPMB)",Columbia,65212,"Boone "
"University of Missouri - Telecommunications","920 South College",Columbia,65211,"Boone "
"University of Missouri - Women's & Children's Hospital","404 North Keene Street",Columbia,65201,"Boone "
"University of Missouri Counseling Center","406 South 6th Street 119 Parker Hall",Columbia,65201,"Boone "
"University of Missouri Extension - ABNR Building","203 Anheuser-Busch Natural Resources Building",Columbia,65211,"Boone "
"University of Missouri Extension - Agriculture & Natural Resources","2-44 Agriculture Building",Columbia,65211,"Boone "
"University of Missouri Extension - Blue Springs","1600 Northeast Coronado Drive","Blue Springs",64014,"Jackson "
"University of Missouri Extension - Boone County","1012 North Highway UU",Columbia,65203,"Boone "
"University of Missouri Extension - Business Loop 70","115 Business Loop 70 West Room 143",Columbia,65211,"Boone "
"University of Missouri Extension - Camden County","44 Roofener Street",Camdenton,65020,"Camden "
"University of Missouri Extension - Charleston","109 North First Street",Charleston,63834,"Mississippi "
"University of Missouri Extension - Clinton","908 North 2nd",Clinton,64735,"Henry "
"University of Missouri Extension - College Avenue","1110 South College Avenue",Columbia,65211,"Boone "
"University of Missouri Extension - Columbia","108 Whitten Hall",Columbia,65211,"Boone "
"University of Missouri Extension - Community Development Program","229 Gentry Hall",Columbia,65211,"Boone "
"University of Missouri Extension - Dexter","1723 West Business 60",Dexter,63841,"Stoddard "
"University of Missouri Extension - Edina","110 North 4th Street",Edina,63537,"Knox "
"University of Missouri Extension - Emminence","P.O. Box 337",Emminence,65466,"Shannon "
"University of Missouri Extension - Hillsboro","301 3rd Street",Hillsboro,63050,"Jefferson "
"University of Missouri Extension - Human Environmental Services","305 Gwynn Hall",Columbia,65211,"Boone "
"University of Missouri Extension - Independence","4200 Little Blue Parkway",Independence,64057,"Jackson "
"University of Missouri Extension - Kansas City","105 East 5th Street Suite 200","Kansas City",64106,"Jackson "
"University of Missouri Extension - Osher Lifelong Learning Institute","344 Hearnes Center",Columbia,65211,"Boone "
"University of Missouri Extension - PCCLC Building","745 Kentucky Boulevard",Columbia,65211,"Boone "
"University of Missouri Extension - Plant Science","201 Waters Hall",Columbia,65211,"Boone "
"University of Missouri Extension - Portageville","147 State Highway T",Portageville,63873,"Pemiscot "
"University of Missouri Extension - SBTDC","603 Mizzou North",Columbia,65211,"Boone "
"University of Missouri Extension - Shelbyville","106 East 3rd Street",Shelbyville,63469,"Shelby "
"University of Missouri Extension - Springfield","3003 East Chestnut Expressway",Springfield,65802,"Greene "
"University of Missouri Extension - St. Louis","4207 Lindell Boulevard Suite 400","St. Louis",63108,"St. Louis city "
"University of Missouri Extension - Union","116 West Main Street",Union,63084,"Franklin "
"University of Missouri Extension - University Avenue","1205 University Avenue Suite 400",Columbia,65211,"Boone "
"University of Missouri Health System","1 Hospital Drive",Columbia,65212,"Boone "
"University of Missouri Health System - Callaway Physicians","110 North Hospital Drive",Fulton,65251,"Callaway "
"University of Missouri Health System - Corporate Compliance","1 Hospital Drive",Columbia,65212,"Boone "
"University of Missouri Health System - Keene Medical Building","500 North Keene Street",Columbia,65201,"Boone "
"University of Missouri Health System - Missouri Center for Maternal/Fetal Medicine","500 North Keene Street",Columbia,65201,"Boone "
"University of Missouri Health System - Otolaryngology/Oral Surgery Clinic","3301 Berrywood Drive Suite 206",Columbia,65201,"Boone "
"University of Missouri Office of Accessibility and ADA","201 South 7th Street",Columbia,65211,"Boone "
"University of Missouri Psychiatric Center","3 Hospital Drive",Columbia,65212,"Boone "
"University of Missouri School of Medicine","1 Hospital Drive",Columbia,65212,"Boone "
"University Pediatric Associates","13001 North Outer Forty Road","Town & Country",63017,"St. Louis "
"University Physicians - Fairview General Internal Medicine Clinic","101 South Fairview Road",Columbia,65203,"Boone "
"University Physicians - Fayette Clinic","308 South Church Street",Fayette,65248,"Howard "
"University Physicians - Keene Family Medicine","305 North Keene Street Suite 203",Columbia,65201,"Boone "
"University Physicians - Neurology Clinic","1020 Hitt Street",Columbia,65212,"Boone "
"University Physicians - Smiley Clinic","2325 Smiley Lane","Columbia ",65202,"Boone "
"University Physicians - South Providence Family & Community Medicine","551 East Southampton Drive",Columbia,65201,"Boone "
"University Physicians - South Providence General Pediatrics","551 East Southampton Drive",Columbia,65201,"Boone "
"University Physicians - South Providence Psychiatry","551 East Southampton Drive",Columbia,65203,"Boone "
"University Physicians - Woodrail Dermatology Clinic ","1000 West Nifong Boulevard",Columbia,65203,"Boone "
"University Physicians - Woodrail Internal Medicine and Pediatrics","1000 West Nifong Boulevard",Columbia,65203,"Boone "
"Unlimited Abilities ","203 W. Vine St. ",Clarence,63437,"Shelby "
"Urbana Medical Clinic LLC","311 West Broadway Street",Urbana,65767,"Dallas "
"USDA Rural Development","18450 Ridgeview Lane",Dexter,63841,"Stoddard "
"VA St. Louis Health Care System","515 North Jefferson Avenue","St. Louis",63103,"St. Louis city "
"Valley Hope","1415 Ashley Road",Boonville,65233,"Cooper "
"Valley R-VI Reorganized School Districct","#1 Viking Drive",Caledonia,63631,"Washington "
"Verona R-VII School District","101 East Ella",Verona,65769,"Lawrence "
"Veterans Health Administration - John Cochran VAMC","915 North Grand Boulevard","St. Louis ",63109,"St. Louis "
"Veterans Health Administration - Kansas City","4251 Northern Avenue","Kansas City",64133,"Jackson "
"Veterans Health Administration - Osage Beach","940 Executive Drive","Osage Beach",65065,"Camden "
"Veterans Health Administration - St. Louis","515 North Jefferson ","St. Louis",63101,"St. Louis city "
"Veterans Health Care System of the Ozarks - Joplin Clinic","3015 South Connecticut Avenue",Joplin,64804,"Jasper "
"Viburnum Medical Clinic","18 Viburnum Center Road",Viburnum,65566,"Iron "
"Victory Mission","1715 North Boonville Avenue",Springfield,65803,"Greene "
"Vo Medical Clinic P.C.","3334 South Grand Boulevard","St. Louis",63118,"St. Louis city "
"Volunteers In Medicine ","1039 South Duchesne ","St. Charles ",63301,"St. Charles "
"Wakonda Family Institute","2100 East Broadway Suite 303",Columbia,65201,"Boone "
"Walnut Grove R-V School District","300 East College","Walnut Grove",65770,"Greene "
Walsworth,"306 North Kansas Avenue",Marceline,64658,"Chariton "
"Walter Ambrose Family Center","222 West Cedar Avenue","Webster Groves",63119,"St. Louis "
"Warren County Developmental Disabilities Board","210 East Booneslick",Warrenton,63383,"Warren "
"Warren County R-III School District ","385 West Veterans Memorial Drive",Warrenton,63383,"Warren "
"Warrensburg R-VI School District","201 South Holden Street",Warrenburg,64093,"Johnson "
"Warsaw R-IX School District","12947 Highway Z",Warsaw,65355,"Benton "
"Washington Chiropractic Clinic","819 West 5th Street",Washington,63090,"Franklin "
"Washington County Handicapped Services","10604 West State Highway E",Potosi,63664,"Washington "
"Washington County Memorial Hospital","300 Healthway Drive","Mineral Point",63660,"Washington "
"Washington County SB40 Board","10235 West Sate Highway E",Potosi,63664,"Washington "
"Washington University","1 Brookings Drive","St. Louis",63130,"St. Louis "
"Washington University - Child & Adolescent Psyciatry Clinic","4444 Forest Park Avenue Suite 2600","St. Louis",63108,"St. Louis "
"Washington University - Perinatal Behavioral Health Services","4444 Forest Park Parkway","St. Louis",63110,"St. Louis city "
"Washington University - Renal Division","4950 Children's Place","St. Louis",63110,"St. Louis "
"Washington University Pediatrics Infectious Diseases","One Children's Place","St. Louis",63110,"St. Louis "
"Washington University Physicians","1 Barnes Jewish Hospital Plaza","St. Louis",63110,"St. Louis city "
"Washington University Physicians Billing","4240 Duncan Avenue","St. Louis",63110,"St. Louis city "
"Washington University School of Medicine","660 South Euclid Avenue","St. Louis",63110,"St. Louis city "
"Washington University School of Medicine - Dermatology","660 South Euclid Campus Box 8123","St. Louis",63110,"St. Louis city "
"Washington University School of Medicine - PrEP Program","4990 Children's Place","St. Louis",63110,"St. Louis "
"Washington University School of Medicine - The SPOT","4169 Laclede Avenue","St. Louis",63108,"St. Louis city "
"Waynesville R-VI School District","286 Eastlawn Avenue",Waynesville,65584,"Pulaski "
"Waynesville R-VI School District - G.W. Lane","200 G.W. Lane",Waynesville,65583,"Pulaski "
"Weaubleau R-III School District","22320 Center Street",Weaubleau,65774,"Hickory "
"Webb City R-VII School District","411 North Madison Street","Webb City",64870,"Jasper "
"Webster County Health Unit","233 East Washington",Marshfield,65706,"Webster "
"Webster Groves School District","400 East Lockwood Avenue","Webster Groves",63119,"St. Louis "
"WellHealth Clinic","6113 Ridge Avenue","St. Louis",63133,"St. Louis "
"Wellington-Napoleon R-IX School District","800 North Highway 131",Wellington,64097,"Lafayette "
"Wellsville-Middletown R-I School District","900 Burlington Road",Wellsville,63334,"Montgomery "
"Wentzville R-IV School District","280 Interstate Drive",Wentzville,63385,"St. Charles "
"Wentzville R-IV School District - Crossroads Elementary","7500 Highway N",O'Fallon,63368,"St. Charles "
"Wentzville R-IV School District - Duello Road Elementary","1814 Duello Road","Lake St. Louis",63367,"St. Charles "
"Wentzville R-IV School District - Mind Development Center","2120 Bryan Valley Commercial Drive",O'Fallon,63366,"St. Charles "
"Wentzville R-IV School District - South Middle School","561 East Highway N",Wentzville,63385,"St. Charles "
"Wentzville R-IV School District - Stone Creek Elementary","1850 State Highway Z",Wentzville,63385,"St. Charles "
"Wentzville R-IV School District - Timberland High School","559 East Highway N",Wentzville,63385,"St. Charles "
"Wentzville R-IV School District - Wabash Elementary","100 Golden Gate Parkway",Foristell,63348,"St. Charles "
"West Nodaway R-I School District","17665 US Highway 136","Burlington Junction",64428,"Nodaway "
"West Plains School District","602 East Olden Street","West Plains",65775,"Howell "
"West Saint Francois County School District","625 Chariton Avenue","Park Hills",63601,"St. Francois "
"West Tennessee Regional Medical Group - Caruthersville Clinic","108 West 15th Street",Caruthersville,63830,"Pemiscot "
"Westbury Pediatrics","2954 Highway K",O'Fallon,63368,"St. Charles "
"Western Governor's University - Missouri","8000 Maryland Avenue Suite 410","St. Louis",63105,"St. Louis "
"Western Missouri Family & Express Care","427 Burkarth Road Innes 1 Suite A",Warrensburg,64093,"Johnson "
"Western Missouri Family Healthcare - Concordia","905 South Main Street",Concordia,64020,"Lafayette "
"Western Missouri Medical Center","403 Burkarth Road",Warrensburg,64093,"Johnson "
"Western Missouri Medical Center - Knob Noster","600 East Allen Suite A","Knob Noster",65336,"Johnson "
"Western Missouri Medical Center - Warrensburg","510 Foster Lane #201",Warrensburg,64093,"Johnson "
"Westfield Nursing Center","3144 State Highway FF",Sikeston,63801,"New Madrid "
"Westminster Christian Academy","800 Maryville Centre Drive","Town and Country",63017,"St. Louis "
"Westran R-I School District","622 Harlan Street","Clifton Hill",65244,"Randolph "
"Westside Housing Organizations Inc.","919 West 24th Street","Kansas City",64108,"Jackson "
"Westwood Rural Health Clinic","2642 State Route 76","Willow Springs",65793,"Howell "
"Wheatland R-II School District","291 Highway 83",Wheatland,65779,"Hickory "
"Whole Child Pediatrics","522 North New Ballas Road Suite 245 ","Creve Coeur",63141,"St. Louis "
"Willard Public Schools","405 Farmer Road",Willard,65781,"Greene "
"Willard Public Schools - District Office","500 Kime Street",Willard,65781,"Greene "
"William Jewell College","500 College Hill",Liberty,64068,"Clay "
"Willow Springs R-IV School District","215 West Fourth Street","Willow Springs",65793,"Howell "
"Windsor C-1 School District","6208 U.S. Highway 61-67",Imperial,63052,"Jefferson "
"Winfield R-IV School District","105 8th Street",Winfield,63389,"Lincoln "
"Winona R-III School District","P.O. Box 248",Winona,65588,"Shannon "
"Women's Health Associates","1601 Broadway",Columbia,65201,"Boone "
"Woodland R-IV School District","Route 5 Box 3210","Marble Hill",63764,"Bollinger "
"Workforce Development Board of Southeast Missouri","760 South Kingshighway Suite C","Cape Girardeau",63703,"Cape Girardeau "
"Worth County Care & Rehab","504 East 4th Street","Grant City",64456,"Worth "
"Worth County Convalescent Center","503 East 4th Street","Grant City",64456,"Worth "
"Wright City R-II School District","100 Bell Road","Wright City",63390,"Warren "
"Wright Way Behavior Services LLC","5356 Vernon Avenue","St. Louis",63112,"St. Louis city "
"Xerox-Heritage LLC","3425 West Truman Boulevard","Jefferson City",65109,"Cole "
"XpressRules LLC","6310 Lydia Hill Drive",Chesterfield,63017,"St. Louis "
"YMCA of Greater Kansas City","3100 Broadway Suite 1020","Kansas City",64111,"Jackson "
"Your Community Health Center","1081 East 18th Street",Rolla,65401,"Phelps "
"Youth in Need","1815 Boones Lick","St. Charles",63301,"St. Charles "
