name,streetaddress,city,state,zipcode,county,country,phone
"Take Better Care of Yourself LLC","6414 North Spruce Avenue","Kansas City",MO,64119,"Clay ",US,"(816) 304-3193"
"Tampa Crossroads Inc.","5109 North Nebraska Avenue",Tampa,FL,33603,,US,
"Taney County Health Department","320 Rinehart Road",Branson,MO,65616,"Taney ",US,"(417) 334-4544"
"Tarkio R-I School District","1201 Pine Street",Tarkio,MO,64491,"Atchison ",US,"(660) 736-4177"
"Taylor Health Center","901 South National Avenue",Springfield,MO,65897,"Greene ",US,"(417) 836-4000"
"Taylor Psychological Services LLC","10918 Elm Avenue","Kansas City",MO,64134,"Jackson ",US,816-765-6600
TeamHealth,"11021 Cypress Avenue","Kansas City",MO,64137,"Jackson ",US,"(800) 342-2898"
"Technology Consulting Group","2627 Wayne 517",Wappapello,MO,63966,"Wayne ",US,"(615) 772-8255"
"Tennessee Prison for Women","3881 Stewarts Lane",Nashville,TN,37243,"Davidson County",US,"(615) 741-1218"
"Tennessee Voices for Children"," 2200 21st Ave S ",Nashville,TN,37212,Davidson,US,615-517-0180
"Tennova Emergency Department - Clarksville","651 Dunlop Lane",Clarksville,TN,37040,"Montgomery County",US,"(931) 802-3198"
"Terrace Home Health and Hospice","4650 South National Avenue Suite C-3",Springfield,MO,65810,"Greene ",US,"(417) 766-3536"
"Tewsbury Treatment Center - Lahey Center","120 Water street","North Andover",MA,1845,,US,
"Texas A&M University Health Science Center","8447 Riverside Parkway",Bryan,TX,77807,"Brazos County",US,"(979) 218-4115"
"Texas County Memorial Hospital Family Clinic","1335 South Sam Houston Boulevard",Houston,MO,65483,"Texas ",US,"(417) 967-5639"
"Texas Education Agency","9701 Flintrock Circle",Austin,TX,78737,"Hays County",US,"(512) 657-7991"
"Texas State Office of Rural Health","1700 Congress",Austin,TX,78701,"Travis County",US,"(512) 463-7438"
"The Arc of the Ozarks - Joplin","4722 East 32nd",Joplin,MO,64804,"Newton ",US,"(417) 874-1974"
"The Arc of the Ozarks - Springfield","1721 West Elfindale",Springfield,MO,65807,"Greene ",US,"(417) 874-1942"
"The Autism Collective","507 East Armstrong Avenue",Peoria,IL,61603,,US,309-624-2928
"The Baptist Home - Veterans Care Ministry","3373 State Highway Z",Billings,MO,65610,"Christian ",US,"(417) 860-3471"
"The Bluffs","3105 Bluff Creek Drive",Columbia,MO,65201,"Boone ",US,"(573) 375-0270"
"The Braun Home","608 West Chestnut",Fulton,MO,65251,"Callaway ",US,"(573) 220-9872"
"The Brook Wellness Center","895 State Highway 248 Suite C",Branson,MO,65616,"Taney ",US,"(417) 527-8877"
"The Care Clinic","106 West Edwards",Maryville,MO,64468,"Nodaway ",US,"(660) 541-0697"
"The Center for Autism & Neurodevelopmental Disorders (UCI)","2500 Red Hill Avenue Suite 100","Santa Ana",CA,92705,"Orange County",US,"(949) 267-0428"
"The Center for Autism & Neurodevelopmental Disorders (UCI)","2400 Red Hill Ave. Ste. 100","Santa Ana",CA,92705,Orange,US,"949) 824-0178"
"The Center for Autism Education",NA,,,,,US,
"The Children's Developmental Centre","31 Modupe Johnson Crescent",Lagos,,,"No county",KE,8033047342
"The Children's Home Cincinnati Autism Services","4550 Red Bank Expressway",Cincinnati,OH,45227,Hamilton,US,513-527-7243
"The Children's Hospital of Philadelphia","3401 Civic Center Boulevard",Philadelphia,PA,19104,"Philadelphia County",US,"(215) 590-7500"
"The Children’s Home of Cincinnati","5050 Madison Rd",Cincinnati,OH,45227,Hamilton,US,
"The Coalition to Salute America's Heroes","552 Fort Evans Road Suite 300",Leesburg,VA,20176,Loudoun,US,"(573) 433-0094"
"The Family Doctor's Office","3 Westowne Street Suite 303",Liberty,MO,64068,"Clay ",US,"(816) 694-5044"
"The Guidance Center of Westchester","145 North 5th Avenue","Mt. Vernon",NY,10595,,US,
"The Healthiest You LLC","2311 Southwest Pheasant Trail","Lee's Summit",MO,64082,"Jackson ",US,"(816) 786-0202"
"The Holy Bible Ministry","10956 Margatehill Drive #3",Bridgeton,MO,63044,"St. Louis ",US,"(636) 775-8736"
"The Jackson Clinic","616 West Forest Avenue",Jackson,TN,38301,"Madison County",US,"(731) 422-0330"
"The Keith Haring Clinic at Children's Village",NA,,,,,US,
"The Lennard Clinic Inc.","461 Frelinghuysen Avenue",Newark,NJ,7114,,US,
"The Liberty Clinic","2609 Glenn Hendren Drive",Liberty,MO,64068,"Clay ",US,"(816) 781-7730"
"The Neurology Institute of Missouri Medical Group","525 North Keene Street Suite 301",Columbia,MO,65201,"Boone ",US,"(573) 449-2141"
"The Osborne Association","809 Westchester Avenue",Bronx,NY,10455,,US,
"The Ozarks Methodist Manor","205 South College Avenue",Marionville,MO,65705,"Lawrence ",US,"(417) 258-2573"
"The ROCC Station","1402 South Main Street",Joplin,MO,64804,"Jasper ",US,"(417) 629-6911"
"The Sage Colleges: School of Health Sciences","65 First Street",Troy,NY,12180,"Rensselaer County",US,"(518) 244-2349"
"The Special Learning Center","1115 Fairgrounds Road","Jefferson City",MO,65109,"Cole ",US,"(573) 680-7165"
"The Speech House ","388 Old Rte 66","St. Roberts ",Mo,65584,"Pulaski ",US,"573-434-6699 "
"The Spirit Transformational Living","6528 South Francisco",Chicago,IL,60629,"Cook County",US,"(773) 502-2134"
"The Village South Inc.","169 E Flagler St Suite 1300",Miami,FL,33131,,US,"(305) 573-3784 ext. 32420 "
"The William George Agency for Children's Services",NA,,,,,US,
"The Women's Treatment Center","140 N. Ashland Ave",Chicago,IL,60607,Cook,US,"(312) 633-4392"
"The Women's Treatment Center","3624 N. Bernard St",Chicago,IL,60618,,US,"(312) 968-3032 "
"Therapy Unlimited ","4200 Merchant Street #103","Columbia ",Mo,65203,"Boone ",US,573-777-8783
"Thermo Fisher Scientific","12076 Santa Fe Trail Drive",Lenexa,KS,66215,"Johnson County",US,
"Thermo Fisher Scientific - Kansas City","12747 New Jersey Court","Kansas City",KS,66109,"Wyandotte County",US,"(816) 379-8717"
"Thompson Center for Autism & Neurodevelopmental Disorders","205 Portland Street",Columbia,MO,65211,"Boone ",US,"(573) 884-6052"
"Thompson Foundation","2718 Forum Boulevard Suite 3A",Columbia,MO,65203,"Boone ",US,"(573) 474-1841"
"Three Rivers Hospice","631 Springpark Boulevard ","Mt. Vernon",MO,65712,"Lawrence ",US,"(417) 461-0580"
"Thrive Autism Solutions","9374 Olive Boulevard ",Olivette,MO,63132,"St. Louis ",US,314-732-1513
"Thrive Autism Solutions - Columbia","2620 Forum Boulevard Suite E",Columbia,MO,65203,"Boone ",US,"(573) 303-0553"
"Tiger Institute","2401 Lemone Industrial Boulevard",Columbia,MO,65201,"Boone ",US,"(573) 228-8359"
"Tiger Pediatrics","303 North Keene Street Suite 404",Columbia,MO,65201,"Boone ",US,"(573) 777-7627"
"Tim Mitchell Medical Inc.","719 South Neosho Boulevard",Neosho,MO,64850,"Newton ",US,"(417) 658-6141"
"Tina Avalon R-II School District","11896 Highway 65",Tina,MO,64286,"Carroll ",US,"(660) 622-4211"
"TIPS for Kids","315 Business Loop 70 West",Columbia,MO,65203,"Boone ",US,"(573) 882-0757"
"Tipton R-VI School District","305 U.S. Highway 50 East",Tipton,MO,65081,"Moniteau ",US,"(660) 433-2213"
"TLC Pediatrics","2925 Clinton Road",Sedalia,MO,65301,"Pettis ",US,"(660) 829-5852"
"TMF Health Quality Institute","3107 Oak Creek Drive",Austin,TX,78727,"Travis County",US,"(224) 542-0976"
"TNC Community","12404 East Highway 40",Independence,MO,64055,"Jackson ",US,"(816) 373-5060"
"Todd County Health Department","205 East McReynolds Dr",Elkton,KY,42220,,US,
"TP Children & Teens","2340 East Meyer Boulevard Bldg. 1 Suite 208","Kansas City",MO,64132,"Jackson ",US,"(816) 333-8180"
"Traverse Area Pediatric & Adolescent Clinic","4020 West Royal",Traverse,MI,49684,"Grand Traverse County",US,"(517) 230-9829"
"Trenton R-IX School District","496 Southwest Highway W",Trenton,MO,64683,"Grundy ",US,"(660) 359-2228"
"TRI P.A.","6601 Winchester Suite 230 ","Kansas City",MO,64133,"Jackson ",US,"(816) 683-4155"
"Tri-Cities Community Health ","515 W. Court St",Pasco,WA,99301,Franklin,US,"509-545-6506 "
"Tri-County Christian School","604 HBC Road",Macon,MO,63552,"Macon ",US,"(660) 385-7188"
"Tri-County Health Department","15400 e 14th pl",Aurora,CO,80011,,US,
"Tri-County Mental Health Services Inc.","3100 Northeast 83rd Street Suite 1001","Kansas City",MO,64119,"Clay ",US,"(816) 468-0400"
"Tri-Lakes Community Health Center","11863 State Highway 13","Kimberling City",MO,65686,"Stone ",US,"(417) 739-1995"
"Trinity Christian College","6601 West College Drive","Palos Heights ",IL,60463,,US,708-293-4517
"Trinity Health","1 Burdick Expressway West",Minot,ND,58701,"Ward County",US,"(701) 857–5000"
"TriStar Hendersonville Medical Center","105 Glen Oak Blvd"," Hendersonville",TN,37075,Summer,US,615-824-1142
"Troy R-III School District","1601 South Main Street",Troy,MO,63379,"Lincoln ",US,"(636) 462-3020"
"Truman Learning Center","209 West College Street",Farmington,MO,63640,"St. Francois ",US,"(573) 701-1370"
"Truman Medical Centers","2301 Holmes Street","Kansas City",MO,64108,"Jackson ",US,"(816) 404-1000"
"Truman Medical Centers - Behavioral Health","300 West 19th Terrace","Kansas City",MO,64108,"Jackson ",US,"(816) 404-6015"
"Truman Medical Centers - Fairmount Family Medical Care","606 South Hardy Avenue",Independence,MO,64053,"Jackson ",US,"(816) 404-5770"
"Truman Medical Centers - Lakewood","7900 Lee's Summit Road","Kansas City",MO,64139,"Jackson ",US,"(816) 404-7100"
"Truman Medical Centers - Lakewood Counseling Services","300 Southeast 2nd Street Suite 100","Lee's Summit",MO,64063,"Jackson ",US,"(816) 404-6170"
"Truman Medical Centers - Medical Pavilion","2301 Charlotte Street","Kansas City",MO,64108,"Jackson ",US,"(609) 332-5952"
"Truman Medical Centers - Mersington Avenue","3130 Mersington Avenue","Kansas City",MO,64128,"Jackson ",US,"(816) 404-6700"
"Truman Medical Centers - Oakley Avenue","336 Oakley Avenue","Kansas City",MO,64123,"Jackson ",US,"(816) 359-7433"
"Truman Medical Centers - Recovery Health Services","1000 East 24th Street Suite 2E","Kansas City",MO,64108,"Jackson ",US,"(816) 404-5850"
"Truman Medical Centers - Tracy Avenue","2900 Tracy Ave","Kansas City",MO,64109,"Jackson ",US,"(816) 807-7623"
"Truman Medical Centers - University Health","2101 Charlotte","Kansas City",MO,64108,"Jackson ",US,"(816) 404-2222"
"Truman State University ","100 East Normal Avenue ","Kirksville ",Mo,63501,"Adair ",US,"(660) 785-4000"
"Truman Student Health Center","100 East Normal Street",Kirksville,MO,63501,"Adair ",US,"(660) 341-4087"
"Truman VA Medical Research Foundation","800 Hospital Drive Room A008A",Columbia,MO,65201,"Boone ",US,"(573) 814-6000"
"Tufts University","419 Boston Ave",Medford,MA,2155,Middlesex,US,
"Turning Point Recovery Centers","146 Communications Drive",Hannibal,MO,63401,"Marion ",US,"(573) 248-1196"
"Twin Rivers R-X School District","9261 Highway 51",Broseley,MO,63932,"Butler ",US,"(573) 328-4505"
"Twin Rivers Regional Medical Center","1301 1st Street",Kennett,MO,63857,"Dunklin ",US,"(573) 888-4522"
"UCLA Integrated Substance Abuse Programs","11075 Santa Monica Boulevard Suite 200","Los Angeles",CA,90025,,US,
"UCS Healthcare","4908 Franklin Avenue","Des Moines",IA,50310,"Polk County",US,"(515) 280-3860"
"UNC Horizons Program","127 Kingston Dr","Chapel Hill",NC,27514,,US,
"Union R-XI School District","#1 Wildcat Drive",Union,MO,63084,"Franklin ",US,"(636) 583-8626"
"Union R-XI School District - Beaufort Elementary","3200 West Highway 50",Beaufort,MO,63013,"Franklin ",US,"(636) 583-7744"
"Union Star R-II School District","6132 Northwest Route Z","Union Star",MO,64494,"DeKalb ",US,"(816) 593-2294"
"United Bronx Parents Inc.","834 E 156th St",Bronx,NY,10455,,US,"(917) 801-4123"
"United Community Center","1111 S 6th St 3rd Floor",Milwaukee,WI,53204,,US,"(414) 649-1924"
"United Community Center","1028 S 9th St",Milwaukee,WI,43204,,US,"(414) 643-8530"
"United HealthCare","13655 Riverport Drive","Maryland Heights",MO,63043,"St. Louis ",US,"(314) 592-3649"
"United HealthCare - Greensboro NC","3803 N Elm St",Greensboro,NC,27455,Guilford,US,651-291-5303
"United Healthcare - Overland Park","9900 West 109th Street","Overland Park",KS,66210,"Johnson County",US,"(913) 721-1528"
"United Healthcare Phoenix",NA,Phoenix,AZ,85007,Maricopia,US,763-361-4297
"United Services for Children / Uncommon Grace ","4140 Old Mill Parkway ","St. Peters",Mo,63376,"St. Charles ",US,636-926-2700
"United States Air Force","710 McGuire Street","Whiteman AFB",MO,65305,"Johnson ",US,"(216) 577-8505"
"United Way of Greater St. Louis","910 North 11th","St. Louis",MO,63101,"St. Louis city ",US,"(314) 933-0531"
UnitedHealthcare,"P.O. Box 1914",Joplin,MO,64802,"Jasper ",US,"(417) 438-5904"
"UnitedHealthcare - Maryland Heights","13655 Riverport Drive","Maryland Heights",MO,63043,"St. Louis ",US,"(816) 446-9474"
"Unity Care Northwest"," 220 Unity St",Bellingham,WA,98225,Whatcom,US,"(360) 676-6177"
"Universidad Panamericana","Augusto Rodin 498 Insurgentes Mixocac","Mexico City","Mexico City",3920,"No county",MX,"(554) 452-5811"
"University Academy","6801 Holmes Road","Kansas City",MO,64131,"Jackson ",US,"(816) 412-5979"
"University at Albany SUNY","1535 Western Avenue","""Albany	""","""NY	""",12203,,US,518-442-1460
"University City High School","7401 Balson Avenue","University City",MO,63130,"St. Louis ",US,"(314) 290-4112"
"University City School District - Brittany Woods Middle School","8125 Groby Road","University City",MO,63130,"St. Louis ",US,"(314) 517-0411"
"University Club Medical","1520 South Brentwood","St. Louis",MO,63144,"St. Louis ",US,"(314) 862-7711"
"University Health Center","600 South College Avenue UHC229",Warrensburg,MO,64093,"Johnson ",US,"(660) 543-4773"
"University Health System- VOA Texas","6487 Whitby Rd. Suite 12 ","San Antonio",TX,78240,,US,"(210) 696-5300"
"University Health System- VOA Texas","4502 Medical Dr","San Antonio",TX,78229,,US,"(210) 358-6826"
"University Health System- VOA Texas","4808 Yale Street",Houston,TX,78240,,US,"(210) 696-5300"
"University Health System- VOA Texas","4801 Medical Drive","San Antonio",TX,78229,"Bexar County",US,"(210) 358-6838"
"University Health Women's Care - Lee's Summit","3450 Northeast Ralph Powell Road","Lee's Summit",MO,64064,"Jackson ",US,"(816) 404-2170"
"University Hospital of North - Norway","Sykehusvegen 38",Tromsö,None,9019,None,NO,"(573) 884-8162"
"University of Alaska Anchorage - Center for Human Development","2702 Gambell Street Suite 103",Anchorage,AK,99503,"Anchorage County",US,"(907) 272-8270"
"University of Alberta - Autism Research Centre","10230 111 Avenue Northwest",Edmonton,AB,"T5G 0B7","No County",CA,"(780) 735-7999"
"University of Arkansas - Eleanor Mann School of Nursing","606 North Razorback Road",Fayetteville,AR,72701,"Washington County",US,"(479) 685-4867"
"University of Arkansas - Heartland Regional Genetics Network","4301 West Markham Street","Little Rock",AR,72205,"Pulaski County",US,"(501) 526-7700"
"University of Arkansas for Medical Sciences","4301 West Markham","Little Rock",AR,72205,"Pulaski County",US,"(501) 686-5714"
"University of Arkansas for Medical Sciences","4301 West Markham Street","Little Rock",AR,72205,"Pulaski County",US,"(501) 526-7707"
"University of Arkansas for Medical Sciences - Autism Treatment Network","1 Children's Way Mail Stop 512-41B","Little Rock",AR,72202,"Pulaski County",US,"(501) 231-6035"
"University of Arkansas for Medical Sciences - Dennis Developmental Center","1301 Wolfe Street","Little Rock",AR,72202,"Pulaski County",US,"(501) 364-1836"
"University of Arkansas Medical Sciences - Speech & Hearing Clinic","University Plaza Suite 600","Little Rock",AR,72204,"Pulaski County",US,"(501) 686-5730"
"University of California Davis","2528 50th Street",Sacramento,CA,95817,"Sacramento County",US,"(916) 596-5948 "
"University of California Davis","2825 50th Street",Sacramento,CA,95817,"Sacramento County",US,"(859) 351-2727"
"University of California Irvine - Center for Autism & Neurodevelopmental Disorder","2500 Redhill Suite 100","Santa Ana",CA,92705,"Orange County",US,"(949) 267-0411"
"University of California San Francisco","505 Parnassus Ave","San Francisco",CA,94143,,US,
"University of Cape Town","Klipfontein Road","Rondebosch Cape Town","Western Cape",7701,"No county",ZA,"+27 83 4194188"
"University of Central Missouri","600 South College",Warrensburg,MO,64093,"Johnson ",US,"(660) 864-6741"
"University of Central Missouri - Educational Leadership & Human Development","Lovinger Building Room 4101",Warrensburg,MO,64093,"Johnson ",US,"(660) 543-4341"
"University of Chicago","5812 South Maryland ",Chicago,IL,60616,"Cook County",US,"(773) 487-2222"
"University of Chicago Medicine Comer Children's Hospital","950 East 61st Street Suite 207",Chicago,IL,60637,"Cook County",US,"(773) 228-4701"
"University of Colorado - Denver","1380 Lawrence Street #1114",Denver,CO,80204,"Denver County",US,"(303) 315-3899"
"University of Connecticut Center for Excellence in Developmental Disabilities","263 Farmington Avenue",Farmington,CT,06030-6222,"Hartford County",US,"(860) 679-1507"
"University of Costa Rica",NA,"San Pedro","San Jose",,,CR,
"University of Costa Rica","420 Delaware","San Pedro","San Jose",,,CR,
"University of Florida","2004 Mowry Road","Gainesville ",FL,32610,"Alachua County",US,"(352) 265-01615"
"University of Florida","P.O. Box 100296","Gainesville ",FL,32610,"Alachua County",US,"(352) 265-0615"
"University of Florida College of Dentistry","1395 Center Drive Room D8-6",Gainesville,FL,32610,"Alachua County",US,"(352) 273-6683"
"University of Florida College of Pharmacy","P.O. Box 100495",Gainesville,FL,32610,"Alachua County",US,"(832) 578-9459"
"University of Hawaii - John A. Burns School of Medicine","651 Ilalo",Honolulu,HI,96813,"Honolulu County",US,"(808) 586-2900"
"University of Hong Kong ",NA,Pokfulam,"Hong Kong ",,,HK,
"University of Illinois at Chicago","P.O. Box 684","Tinley Park",IL,60477,"Cook County",US,"(312) 636-3057"
"University of Iowa - Center for Disabilities & Development","100 Hawkins Drive","Iowa City",IA,52242,"Johnson County",US,"(319) 540-1196"
"University of Iowa - Child Health Specialty Clinics","123 East 3rd Street",Ottumwa,IA,52501,"Wapello County",US,"(641) 682-4702"
"University of Iowa - State Hygienic Laboratory","2490 Crosspark Road",Coralville,IA,52241,"Johnson County",US,"(319) 335-4288"
